measurementSiteReference,generatedSiteName,startLocatieForDisplayLat,startLocatieForDisplayLong,alertCDirectionCoded,ROADNUMBER,trafficID
RWS01_MONICA_00D009075400D0070007,"A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 46.9, rstr 1",52.4193,4.69454,positive,A9,651
RWS01_MONICA_00D009075400D007000B,"A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 46.9, rstr 2",52.4193,4.69454,positive,A9,652
RWS01_MONICA_00D009075400D0070187,"A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 46.9, Vluchtstr",52.4193,4.69454,positive,A9,653
RWS01_MONICA_00D009076415D0070007,"A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 47.3, rstr 1",52.4221,4.69039,positive,A9,654
RWS01_MONICA_00D009076415D007000B,"A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 47.3, rstr 2",52.4221,4.69039,positive,A9,655
RWS01_MONICA_00D009076415D0070187,"A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 47.3, Vluchtstr",52.4221,4.69039,positive,A9,656
RWS01_MONICA_00D00907A04ED0070007,"A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 48.9, rstr 1",52.4329,4.67596,positive,A9,657
RWS01_MONICA_00D00907A04ED007000B,"A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 48.9, rstr 2",52.4329,4.67596,positive,A9,658
RWS01_MONICA_00D00907A04ED0070187,"A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 48.9, Vluchtstr",52.4329,4.67596,positive,A9,659
RWS01_MONICA_00D00A02045AD0070007,"A10 clockwise naar De Nieuwe Meer na afrit 13 ri afrit 12 thv hmp 13.0, rstr 1",52.34,4.95128,positive,A10,660
RWS01_MONICA_00D00A02045AD007000B,"A10 clockwise naar De Nieuwe Meer na afrit 13 ri afrit 12 thv hmp 13.0, rstr 2",52.34,4.95128,positive,A10,661
RWS01_MONICA_00D00A02045AD007000F,"A10 clockwise naar De Nieuwe Meer na afrit 13 ri afrit 12 thv hmp 13.0, rstr 3",52.34,4.95128,positive,A10,662
RWS01_MONICA_00D00A02045AD0070307,"A10 clockwise naar De Nieuwe Meer na afrit 13 ri afrit 12 thv hmp 13.0, rstr 1",52.34,4.95128,positive,A10,663
RWS01_MONICA_00D00A022850D0070007,"A10 clockwise naar De Nieuwe Meer na afrit 12 ri afrit 11 thv hmp 13.9, rstr 1",52.3364,4.93974,positive,A10,664
RWS01_MONICA_00D00A022850D007000B,"A10 clockwise naar De Nieuwe Meer na afrit 12 ri afrit 11 thv hmp 13.9, rstr 2",52.3364,4.93974,positive,A10,665
RWS01_MONICA_00D00A022850D007000F,"A10 clockwise naar De Nieuwe Meer na afrit 12 ri afrit 11 thv hmp 13.9, rstr 3",52.3364,4.93974,positive,A10,666
RWS01_MONICA_00D00A022850D0070013,"A10 clockwise naar De Nieuwe Meer na afrit 12 ri afrit 11 thv hmp 13.9, rstr 4",52.3364,4.93974,positive,A10,667
RWS01_MONICA_00D00A024C55D0070007,"A10 clockwise naar De Nieuwe Meer na afrit 11 ri afrit 10 thv hmp 14.8, rstr 1",52.3323,4.92828,positive,A10,668
RWS01_MONICA_00D00A024C55D007000B,"A10 clockwise naar De Nieuwe Meer na afrit 11 ri afrit 10 thv hmp 14.8, rstr 2",52.3323,4.92828,positive,A10,669
RWS01_MONICA_00D00A024C55D007000F,"A10 clockwise naar De Nieuwe Meer na afrit 11 ri afrit 10 thv hmp 14.8, rstr 3",52.3323,4.92828,positive,A10,670
RWS01_MONICA_00D00A024C55D0070013,"A10 clockwise naar De Nieuwe Meer na afrit 11 ri afrit 10 thv hmp 14.8, rstr 4",52.3323,4.92828,positive,A10,671
RWS01_MONICA_00D00A026416D0070007,"A10 clockwise naar De Nieuwe Meer op knppnt Amstel ri afrit 9 thv hmp 15.3, rstr 1",52.3299,4.92138,positive,A10,672
RWS01_MONICA_00D00A026416D007000B,"A10 clockwise naar De Nieuwe Meer op knppnt Amstel ri afrit 9 thv hmp 15.3, rstr 2",52.3299,4.92138,positive,A10,673
RWS01_MONICA_00D00A026416D007000F,"A10 clockwise naar De Nieuwe Meer op knppnt Amstel ri afrit 9 thv hmp 15.3, rstr 3",52.3299,4.92138,positive,A10,674
RWS01_MONICA_00D00A026416D0070013,"A10 clockwise naar De Nieuwe Meer op knppnt Amstel ri afrit 9 thv hmp 15.3, rstr 4",52.3299,4.92138,positive,A10,675
RWS01_MONICA_00D00A026416D0070307,"A10 clockwise naar De Nieuwe Meer op knppnt Amstel ri afrit 9 thv hmp 15.3, rstr 1",52.3299,4.92138,positive,A10,676
RWS01_MONICA_00D00A026416D007030B,"A10 clockwise naar De Nieuwe Meer op knppnt Amstel ri afrit 9 thv hmp 15.3, rstr 2",52.3299,4.92138,positive,A10,677
RWS01_MONICA_00D00A026C5D98200007,"A10 clockwise naar De Nieuwe Meer vw van A10 vanuit Watergraafsmeer naar A2 richting Utrecht thv hmp 15.6, rstr 1",52.329,4.91768,positive,A10,678
RWS01_MONICA_00D00A026C5D9820000B,"A10 clockwise naar De Nieuwe Meer vw van A10 vanuit Watergraafsmeer naar A2 richting Utrecht thv hmp 15.6, rstr 2",52.329,4.91768,positive,A10,679
RWS01_MONICA_10D00205D050D0050005,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 1",52.2794,4.95376,positive,A2,680
RWS01_MONICA_10D00205D050D0050009,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 2",52.2794,4.95376,positive,A2,681
RWS01_MONICA_10D00205D050D005000D,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 3",52.2794,4.95376,positive,A2,682
RWS01_MONICA_10D00205D050D0050011,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 4",52.2794,4.95376,positive,A2,683
RWS01_MONICA_10D00901505A00200007,"A9 northBound naar Amstelveen na afrit 2 ri afrit 3 thv hmp 8.5, vw rstr 1",52.31,4.97681,positive,A9,684
RWS01_MONICA_10D009053C23B8200087,"A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 33.5, afrit rstr 1",52.3262,4.80032,positive,A9,685
RWS01_MONICA_10D00A04783708200187,"A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 28.7, Vluchtstr",52.4036,4.85335,positive,A10,686
RWS01_MONICA_10D00A04783708200307,"A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 28.7, rstr 1",52.4036,4.85335,positive,A10,687
