measurementSiteReference,generatedSiteName,carriageway,startLocatieForDisplayLat,startLocatieForDisplayLong,eindLocatieForDisplayLat,eindLocatieForDisplayLong,alertCDirectionCoded,ROADNUMBER,LocationTableNumber,LocationTableVersion,specificLocation,offsetDistance,LOC_TYPE,LOC_DES,measurementSiteNumberOfLanes,primaryLocation_specificLocation,primaryLocation_offsetDistance,secondaryLocation_specificLocation,secondaryLocation_offsetDistance,ROADNUMBER_PRIM,lengthAffected
RWS01_MONIBAS_0091hrr0112ra0,Nog niet gegenereerd,,52.299,4.94093,52.2974,4.93587,positive,A9,5.11,A,10568,1950,P1.3,Afrit,3,10568,1950,10565,775,A9,475
RWS01_MONIBAS_0091hrr0230ra0,Nog niet gegenereerd,,52.2863,4.93412,52.2869,4.92617,positive,A9,5.11,A,10572,4040,P1.3,Afrit,2,10572,4040,21698,110,A9,550
RWS01_MONIBAS_0091hrr0235ra0,Nog niet gegenereerd,,52.2869,4.92617,52.288,4.918,positive,A9,5.11,A,10572,3470,P1.3,Afrit,4,10572,3470,21698,660,A9,570
RWS01_MONIBAS_0091hrr0241ra0,Nog niet gegenereerd,,52.288,4.918,52.2896,4.90932,positive,A9,5.11,A,10572,2850,P1.3,Afrit,3,10572,2850,21698,1230,A9,620
RWS01_MONIBAS_0091hrr0247ra0,Nog niet gegenereerd,,52.2896,4.90932,52.2917,4.9011,positive,A9,5.11,A,10572,2240,P1.3,Afrit,3,10572,2240,21698,1850,A9,610
RWS01_MONIBAS_0091hrr0253ra0,Nog niet gegenereerd,,52.2917,4.9011,52.2942,4.89325,positive,A9,5.11,A,10572,1640,P1.3,Afrit,3,10572,1640,21698,2460,A9,600
RWS01_MONIBAS_0091hrr0259ra0,Nog niet gegenereerd,,52.2942,4.89325,52.2953,4.88862,positive,A9,5.11,A,10572,1305,P1.3,Afrit,3,10572,1305,21698,3060,A9,335
RWS01_MONIBAS_0091hrr0262ra0,Nog niet gegenereerd,,52.2953,4.88862,52.2963,4.88237,positive,A9,5.11,A,10572,860,P1.3,Afrit,3,10572,860,10572,95,A9,445
RWS01_MONIBAS_0091hrr0267ra0,Nog niet gegenereerd,,52.2963,4.88237,52.2974,4.87478,positive,A9,5.11,A,10572,330,P1.3,Afrit,3,10572,330,10572,540,A9,530
RWS01_MONIBAS_0091hrr0272ra0,Nog niet gegenereerd,,52.2974,4.87478,52.299,4.86688,positive,A9,5.11,A,10573,1060,P1.3,Afrit,4,10573,1060,10572,1070,A9,570
RWS01_MONIBAS_0091hrr0278ra0,Nog niet gegenereerd,,52.299,4.86688,52.3004,4.86127,positive,A9,5.11,A,10573,650,P1.3,Afrit,4,10573,650,10572,1640,A9,410
RWS01_MONIBAS_0091hrr0282ra0,Nog niet gegenereerd,,52.3004,4.86127,52.3018,4.85514,positive,A9,5.11,A,10573,200,P1.3,Afrit,4,10573,200,10572,2050,A9,450
RWS01_MONIBAS_0091hrr0287ra0,Nog niet gegenereerd,,52.3018,4.85514,52.3043,4.84664,positive,A9,5.11,A,10575,2455,P1.3,Afrit,3,10575,2455,10573,400,A9,645
RWS01_MONIBAS_0091hrr0293ra0,Nog niet gegenereerd,,52.3043,4.84664,52.3049,4.84155,positive,A9,5.11,A,10575,2100,P1.3,Afrit,3,10575,2100,10573,1045,A9,355
RWS01_MONIBAS_0091hrr0297ra0,Nog niet gegenereerd,,52.3049,4.84155,52.3063,4.83313,positive,A9,5.11,A,10575,1530,P1.3,Afrit,3,10575,1530,10573,1400,A9,570
RWS01_MONIBAS_0091hrr0302ra0,Nog niet gegenereerd,,52.3063,4.83313,52.3083,4.82517,positive,A9,5.11,A,10575,930,P1.3,Afrit,3,10575,930,10573,1970,A9,600
RWS01_MONIBAS_0091hrr0308ra0,Nog niet gegenereerd,,52.3083,4.82517,52.3106,4.81942,positive,A9,5.11,A,10575,450,P1.3,Afrit,3,10575,450,10573,2570,A9,480
RWS01_MONIBAS_0091hrr0313ra0,Nog niet gegenereerd,,52.3106,4.81942,52.3138,4.81433,positive,A9,5.11,A,10576,551,P1.3,Afrit,3,10576,551,10573,3050,A9,499
RWS01_MONIBAS_0091hrr0318ra0,Nog niet gegenereerd,,52.3138,4.81433,52.3165,4.81107,positive,A9,5.11,A,10576,176,P3.2,Brug,3,10576,176,10575,249,A9,375
RWS01_MONIBAS_0091hrr0322ra0,Nog niet gegenereerd,,52.3165,4.81107,52.3198,4.80811,positive,A9,5.11,A,10579,2050,P1.3,Afrit,3,10579,2050,10576,224,A9,426
RWS01_MONIBAS_0091hrr0326ra0,Nog niet gegenereerd,,52.3198,4.80811,52.3231,4.80478,positive,A9,5.11,A,10579,1620,P1.3,Afrit,3,10579,1620,10576,650,A9,430
RWS01_MONIBAS_0091hrr0326ra1,Nog niet gegenereerd,,52.3198,4.80811,52.3231,4.80478,positive,A9,5.11,A,10579,1620,P1.3,Afrit,3,10579,1620,10576,650,A9,430
RWS01_MONIBAS_0091hrr0330ra0,Nog niet gegenereerd,,52.3231,4.80478,52.3284,4.79573,positive,A9,5.11,A,10579,765,P1.3,Afrit,2,10579,765,10576,1080,A9,855
RWS01_MONIBAS_0091hrr0330rb0,Nog niet gegenereerd,,52.3231,4.80478,52.3262,4.80032,positive,A9,5.11,A,10579,1165,P1.3,Afrit,1,10579,1165,10576,1080,A9,455
RWS01_MONIBAS_0091hrr0339ra0,Nog niet gegenereerd,,52.3284,4.79573,52.3312,4.79048,positive,A9,5.11,A,10579,295,P1.1,Knooppunt,2,10579,295,10579,635,A9,470
RWS01_MONIBAS_0091hrr0344ra0,Nog niet gegenereerd,,52.3312,4.79048,52.3349,4.78361,positive,A9,5.11,A,10582,1879,P1.1,Knooppunt,2,10582,1879,10579,1105,A9,616
RWS01_MONIBAS_0091hrr0350ra0,Nog niet gegenereerd,,52.3349,4.78361,52.3385,4.77675,positive,A9,5.11,A,10582,1267,P1.1,Knooppunt,3,10582,1267,10579,1721,A9,612
RWS01_MONIBAS_0091hrr0356ra0,Nog niet gegenereerd,,52.3385,4.77675,52.3415,4.77002,positive,A9,5.11,A,10582,700,P1.1,Knooppunt,3,10582,700,10579,2333,A9,567
RWS01_MONIBAS_0091hrr0362ra0,Nog niet gegenereerd,,52.3415,4.77002,52.3443,4.76418,positive,A9,5.11,A,10582,192,P1.1,Knooppunt,3,10582,192,10579,2900,A9,508
RWS01_MONIBAS_0091hrr0367ra0,Nog niet gegenereerd,,52.3443,4.76418,52.3479,4.75694,positive,A9,5.11,A,10624,2450,P1.3,Afrit,3,10624,2450,10582,208,A9,642
RWS01_MONIBAS_0091hrr0373ra0,Nog niet gegenereerd,,52.3479,4.75694,52.3501,4.75277,positive,A9,5.11,A,10624,2071,P1.3,Afrit,3,10624,2071,10582,850,A9,379
RWS01_MONIBAS_0091hrr0377ra0,Nog niet gegenereerd,,52.3501,4.75277,52.3523,4.74868,positive,A9,5.11,A,10624,1700,P1.3,Afrit,3,10624,1700,10582,1229,A9,371
RWS01_MONIBAS_0091hrr0381ra0,Nog niet gegenereerd,,52.3523,4.74868,52.3545,4.74463,positive,A9,5.11,A,10624,1334,P1.1,Knooppunt,3,10624,1334,10624,300,A9,366
RWS01_MONIBAS_0091hrr0384ra0,Nog niet gegenereerd,,52.3545,4.74463,52.3584,4.7374,positive,A9,5.11,A,10624,679,P1.1,Knooppunt,3,10624,679,10624,666,A9,655
RWS01_MONIBAS_0091hrr0391ra0,Nog niet gegenereerd,,52.3584,4.7374,52.3615,4.7316,positive,A9,5.11,A,10624,154,P1.1,Knooppunt,3,10624,154,10624,1321,A9,525
RWS01_MONIBAS_0091hrr0396ra0,Nog niet gegenereerd,,52.3615,4.7316,52.3645,4.72598,positive,A9,5.11,A,10583,1844,P1.1,Knooppunt,3,10583,1844,10624,1846,A9,510
RWS01_MONIBAS_0091hrr0401ra0,Nog niet gegenereerd,,52.3645,4.72598,52.3667,4.72193,positive,A9,5.11,A,10583,1474,P1.1,Knooppunt,5,10583,1474,10624,2356,A9,370
RWS01_MONIBAS_0091hrr0405ra0,Nog niet gegenereerd,,52.3667,4.72193,52.3704,4.71504,positive,A9,5.11,A,10583,845,P1.1,Knooppunt,5,10583,845,10624,2726,A9,629
RWS01_MONIBAS_0091hrr0411ra0,Nog niet gegenereerd,,52.3704,4.71504,52.3749,4.70908,positive,A9,5.11,A,10583,190,P1.3,Afrit,3,10583,190,10583,155,A9,655
RWS01_MONIBAS_0091hrr0418ra0,Nog niet gegenereerd,,52.3749,4.70908,52.3778,4.70863,positive,A9,5.11,A,10589,4965,P1.3,Afrit,3,10589,4965,10583,810,A9,325
RWS01_MONIBAS_0091hrr0421ra0,Nog niet gegenereerd,,52.3778,4.70863,52.3835,4.70771,positive,A9,5.11,A,10589,4320,P1.3,Afrit,4,10589,4320,10583,1135,A9,645
RWS01_MONIBAS_0091hrr0427ra0,Nog niet gegenereerd,,52.3835,4.70771,52.3883,4.70693,positive,A9,5.11,A,10589,3788,P1.1,Knooppunt,3,10589,3788,10586,380,A9,532
RWS01_MONIBAS_0091hrr0433ra0,Nog niet gegenereerd,,52.3883,4.70693,52.3921,4.70636,positive,A9,5.11,A,10589,3365,P1.1,Knooppunt,3,10589,3365,10586,912,A9,423
RWS01_MONIBAS_0091hrr0437ra0,Nog niet gegenereerd,,52.3921,4.70636,52.3975,4.70543,positive,A9,5.11,A,10589,2762,P1.1,Knooppunt,3,10589,2762,10586,1335,A9,603
RWS01_MONIBAS_0091hrr0443ra0,Nog niet gegenereerd,,52.3975,4.70543,52.4021,4.70468,positive,A9,5.11,A,10589,2251,P1.1,Knooppunt,3,10589,2251,10586,1938,A9,511
RWS01_MONIBAS_0091hrr0448ra0,Nog niet gegenereerd,,52.4021,4.70468,52.406,4.7032,positive,A9,5.11,A,10589,1800,P1.1,Knooppunt,3,10589,1800,10586,2449,A9,451
RWS01_MONIBAS_0091hrr0453ra0,Nog niet gegenereerd,,52.406,4.7032,52.4086,4.70184,positive,A9,5.11,A,10589,1500,P1.1,Knooppunt,3,10589,1500,10586,2900,A9,300
RWS01_MONIBAS_0091hrr0456ra0,Nog niet gegenereerd,,52.4086,4.70184,52.4111,4.70049,positive,A9,5.11,A,10589,1201,P1.1,Knooppunt,3,10589,1201,10586,3200,A9,299
RWS01_MONIBAS_0091hrr0458ra0,Nog niet gegenereerd,,52.4111,4.70049,52.4137,4.69911,positive,A9,5.11,A,10589,900,P1.1,Knooppunt,3,10589,900,10586,3499,A9,301
RWS01_MONIBAS_0091hrr0462ra0,Nog niet gegenereerd,,52.4137,4.69911,52.4178,4.69617,positive,A9,5.11,A,10589,400,P1.1,Knooppunt,3,10589,400,10586,3800,A9,500
RWS01_MONIBAS_0100vwn0290ra0,Nog niet gegenereerd,,52.4066,4.8556,52.4047,4.85321,negative,A10,5.11,A,7210,445,P3.1,Tunnel,4,7210,445,7211,1485,A10,270
RWS01_MONIBAS_0100vwn0293ra0,Nog niet gegenereerd,,52.409,4.85872,52.4066,4.8556,negative,A10,5.11,A,7210,715,P3.1,Tunnel,3,7210,715,7211,1152,A10,333
RWS01_MONIBAS_0100vwn0297ra0,Nog niet gegenereerd,,52.4124,4.86212,52.409,4.85872,negative,A10,5.11,A,7210,1048,P3.1,Tunnel,2,7210,1048,7211,702,A10,450
RWS01_MONIBAS_0100vwn0300ra0,Nog niet gegenereerd,,52.4147,4.86425,52.4124,4.86212,negative,A10,5.11,A,7211,298,P3.1,Tunnel,2,7211,298,7211,408,A10,294
RWS01_MONIBAS_0100vwn0304ra0,Nog niet gegenereerd,,52.4172,4.86663,52.4147,4.86425,negative,A10,5.11,A,7211,592,P3.1,Tunnel,2,7211,592,7211,85,A10,323
RWS01_MONIBAS_0100vwn0308ra0,Nog niet gegenereerd,,52.4207,4.87015,52.4172,4.86663,negative,A10,5.11,A,7211,915,P1.3,Afrit,3,7211,915,7215,1325,A10,460
RWS01_MONIBAS_0100vwp0281ra0,Nog niet gegenereerd,,52.4,4.84816,52.4031,4.85189,positive,A10,5.11,A,7210,350,P1.2,Knooppunt (triangle),2,7210,350,21978,320,A10,430
RWS01_MONIBAS_0100vwp0285ra0,Nog niet gegenereerd,,52.4031,4.85189,52.407,4.8567,positive,A10,5.11,A,7211,1410,P1.3,Afrit,4,7211,1410,7210,250,A10,540
RWS01_MONIBAS_0100vwp0290ra0,Nog niet gegenereerd,,52.407,4.8567,52.4097,4.86008,positive,A10,5.11,A,7211,1030,P1.3,Afrit,2,7211,1030,7210,790,A10,380
RWS01_MONIBAS_0100vwp0294ra0,Nog niet gegenereerd,,52.4097,4.86008,52.4124,4.86277,positive,A10,5.11,A,7211,672,P1.3,Afrit,2,7211,672,7210,1170,A10,358
RWS01_MONIBAS_0100vwp0298ra0,Nog niet gegenereerd,,52.4124,4.86277,52.4161,4.86631,positive,A10,5.11,A,7211,187,P3.1,Tunnel,2,7211,187,7211,328,A10,485
RWS01_MONIBAS_0100vwp0303ra0,Nog niet gegenereerd,,52.4161,4.86631,52.4191,4.86923,positive,A10,5.11,A,7213,1875,P3.1,Tunnel,2,7213,1875,7211,813,A10,412
RWS01_MONIBAS_0100vwp0307ra0,Nog niet gegenereerd,,52.4191,4.86923,52.422,4.87427,positive,A10,5.11,A,7213,1395,P3.1,Tunnel,2,7213,1395,7211,1225,A10,480
RWS01_MONIBAS_0100vwp0312ra0,Nog niet gegenereerd,,52.422,4.87427,52.426,4.87504,positive,A10,5.11,A,7213,895,P1.2,Knooppunt (triangle),3,7213,895,7213,305,A10,500
RWS01_MONIBAS_0100vwp0317ra0,Nog niet gegenereerd,,52.426,4.87504,52.4311,4.86889,positive,A10,5.11,A,7213,190,P1.2,Knooppunt (triangle),3,7213,190,7213,805,A10,705
RWS01_MONIBAS_0100vwp0324ra0,Nog niet gegenereerd,,52.4311,4.86889,52.4352,4.86453,positive,A10,5.11,A,7215,0,P1.3,Afrit,5,10549,195,7215,1110,A8,753
RWS01_MONIBAS_0100vwq0276ra0,Nog niet gegenereerd,,52.3965,4.84484,52.3922,4.84399,negative,A10,5.11,A,7209,385,P1.2,Knooppunt (triangle),2,7209,385,21978,135,A10,530
RWS01_MONIBAS_0100vwq0281ra0,Nog niet gegenereerd,,52.4,4.84816,52.3965,4.84484,negative,A10,5.11,A,7209,865,P1.3,Afrit,2,7209,865,7210,880,A10,455
RWS01_MONIBAS_0100vwq0285ra0,Nog niet gegenereerd,,52.4031,4.85189,52.4,4.84816,negative,A10,5.11,A,21978,320,P1.3,Afrit,2,21978,320,7210,450,A10,430
RWS01_MONIBAS_0100vwq0290ra0,Nog niet gegenereerd,,52.407,4.8567,52.4031,4.85189,negative,A10,5.11,A,7210,250,P3.1,Tunnel,2,7210,250,7211,1410,A10,540
RWS01_MONIBAS_0100vwq0294ra0,Nog niet gegenereerd,,52.4097,4.86008,52.407,4.8567,negative,A10,5.11,A,7210,790,P3.1,Tunnel,2,7210,790,7211,1030,A10,380
RWS01_MONIBAS_0100vwq0298ra0,Nog niet gegenereerd,,52.4124,4.86277,52.4097,4.86008,negative,A10,5.11,A,7210,1170,P3.1,Tunnel,2,7210,1170,7211,672,A10,358
RWS01_MONIBAS_0100vwq0303ra0,Nog niet gegenereerd,,52.4161,4.86631,52.4124,4.86277,negative,A10,5.11,A,7211,328,P3.1,Tunnel,2,7211,328,7211,187,A10,485
RWS01_MONIBAS_0100vwq0308ra0,Nog niet gegenereerd,,52.4202,4.87039,52.4161,4.86631,negative,A10,5.11,A,7211,813,P1.3,Afrit,2,7211,813,7215,1325,A10,562
RWS01_MONIBAS_0100vws0166ra0,Nog niet gegenereerd,,52.3303,4.90281,52.3283,4.90703,negative,A10,5.11,A,7195,1100,P1.14,Verbindingsweg,2,7195,1100,7195,36,A10,364
RWS01_MONIBAS_0100vws0206ra0,Nog niet gegenereerd,,52.339,4.83084,52.3383,4.82343,negative,A10,5.11,A,7203,0,P1.14,Verbindingsweg,2,9234,1140,7203,1185,A4,419
RWS01_MONIBAS_0100vws0212ra0,Nog niet gegenereerd,,52.3393,4.83906,52.339,4.83084,negative,A10,5.11,A,7203,215,P1.14,Verbindingsweg,2,7203,215,7203,586,A10,599
RWS01_MONIBAS_0100vws0319ra0,Nog niet gegenereerd,,52.425,4.88508,52.4265,4.87457,negative,A10,5.11,A,7214,25,P1.14,Verbindingsweg,3,7214,25,7214,608,A10,767
RWS01_MONIBAS_0100vws0322ra0,Nog niet gegenereerd,,52.4253,4.88955,52.425,4.88508,negative,A10,5.11,A,7214,792,P1.14,Verbindingsweg,4,7214,792,7214,305,A10,303
RWS01_MONIBAS_0100vwt0113ra0,Nog niet gegenereerd,,52.353,4.96392,52.3494,4.96486,positive,A10,5.11,A,7186,355,P1.14,Verbindingsweg,2,7186,355,7186,100,A10,645
RWS01_MONIBAS_0100vwt0119ra0,Nog niet gegenereerd,,52.3494,4.96486,52.3478,4.97186,positive,A10,5.11,A,7186,0,P1.14,Verbindingsweg,2,7186,0,7186,745,A10,513
RWS01_MONIBAS_0100vwt0155ra0,Nog niet gegenereerd,,52.329,4.91768,52.3294,4.91341,positive,A10,5.11,A,7193,505,P1.14,Verbindingsweg,2,7193,505,7193,93,A10,302
RWS01_MONIBAS_0100vwt0158ra0,Nog niet gegenereerd,,52.3294,4.91341,52.3267,4.91104,positive,A10,5.11,A,7193,45,P1.14,Verbindingsweg,2,7193,45,7193,395,A10,460
RWS01_MONIBAS_0101hrl0022ra0,Nog niet gegenereerd,,52.4176,4.91538,52.4197,4.90999,negative,A10,5.11,A,7180,180,P3.2,Brug,3,7180,180,7181,1285,A10,435
RWS01_MONIBAS_0101hrl0027ra0,Nog niet gegenereerd,,52.4149,4.92197,52.4176,4.91538,negative,A10,5.11,A,7180,615,P3.2,Brug,3,7180,615,7181,745,A10,540
RWS01_MONIBAS_0101hrl0033ra0,Nog niet gegenereerd,,52.4115,4.92882,52.4149,4.92197,negative,A10,5.11,A,7180,1155,P3.2,Brug,3,7180,1155,7181,150,A10,595
RWS01_MONIBAS_0101hrl0042ra0,Nog niet gegenereerd,,52.4074,4.93925,52.4115,4.92882,negative,A10,5.11,A,7180,1750,P1.3,Afrit,3,7180,1750,7182,600,A10,850
RWS01_MONIBAS_0101hrl0050ra0,Nog niet gegenereerd,,52.4038,4.94981,52.4074,4.93925,negative,A10,5.11,A,7182,300,P1.3,Afrit,3,7182,300,7183,2375,A10,825
RWS01_MONIBAS_0101hrl0056ra0,Nog niet gegenereerd,,52.4002,4.95657,52.4038,4.94981,negative,A10,5.11,A,7182,1125,P1.3,Afrit,3,7182,1125,7183,1760,A10,615
RWS01_MONIBAS_0101hrl0062ra0,Nog niet gegenereerd,,52.3959,4.9619,52.4002,4.95657,negative,A10,5.11,A,7182,1740,P1.3,Afrit,3,7182,1740,7183,1160,A10,600
RWS01_MONIBAS_0101hrl0067ra0,Nog niet gegenereerd,,52.3922,4.9651,52.3959,4.9619,negative,A10,5.11,A,7182,2340,P1.3,Afrit,3,7182,2340,7183,700,A10,460
RWS01_MONIBAS_0101hrl0071ra0,Nog niet gegenereerd,,52.389,4.9678,52.3922,4.9651,negative,A10,5.11,A,7183,100,P1.3,Afrit,3,7183,100,7183,300,A10,400
RWS01_MONIBAS_0101hrl0074ra0,Nog niet gegenereerd,,52.3861,4.97019,52.389,4.9678,negative,A10,5.11,A,7183,500,P3.1,Tunnel,4,7183,500,7184,1740,A10,360
RWS01_MONIBAS_0101hrl0080ra0,Nog niet gegenereerd,,52.3813,4.97305,52.3861,4.97019,negative,A10,5.11,A,7183,860,P3.1,Tunnel,4,7183,860,7184,1171,A10,569
RWS01_MONIBAS_0101hrl0085ra0,Nog niet gegenereerd,,52.3771,4.9741,52.3813,4.97305,negative,A10,5.11,A,7183,1429,P3.1,Tunnel,4,7183,1429,7184,700,A10,471
RWS01_MONIBAS_0101hrl0090ra0,Nog niet gegenereerd,,52.3724,4.97401,52.3771,4.9741,negative,A10,5.11,A,7183,1900,P3.1,Tunnel,3,7183,1900,7184,180,A10,520
RWS01_MONIBAS_0101hrl0094ra0,Nog niet gegenereerd,,52.3691,4.97305,52.3724,4.97401,negative,A10,5.11,A,7184,220,P1.3,Afrit,3,7184,220,7185,700,A10,380
RWS01_MONIBAS_0101hrl0097ra0,Nog niet gegenereerd,,52.3658,4.97142,52.3691,4.97305,negative,A10,5.11,A,7184,600,P1.3,Afrit,3,7184,600,7185,320,A10,380
RWS01_MONIBAS_0101hrl0101ra0,Nog niet gegenereerd,,52.3629,4.96987,52.3658,4.97142,negative,A10,5.11,A,7185,180,P1.2,Knooppunt (triangle),4,7185,180,7187,1980,A10,340
RWS01_MONIBAS_0101hrl0105ra0,Nog niet gegenereerd,,52.3595,4.96798,52.3629,4.96987,negative,A10,5.11,A,7185,520,P1.2,Knooppunt (triangle),4,7185,520,7187,1570,A10,410
RWS01_MONIBAS_0101hrl0109ra0,Nog niet gegenereerd,,52.3564,4.96622,52.3595,4.96798,negative,A10,5.11,A,7185,930,P1.2,Knooppunt (triangle),4,7185,930,7187,1200,A10,370
RWS01_MONIBAS_0101hrl0112ra0,Nog niet gegenereerd,,52.3533,4.96443,52.3564,4.96622,negative,A10,5.11,A,7185,1300,P1.2,Knooppunt (triangle),3,7185,1300,7187,830,A10,370
RWS01_MONIBAS_0101hrl0120ra0,Nog niet gegenereerd,,52.3467,4.95865,52.3533,4.96443,negative,A10,5.11,A,7185,1670,P1.2,Knooppunt (triangle),3,7185,1670,7187,15,A10,815
RWS01_MONIBAS_0101hrl0124ra0,Nog niet gegenereerd,,52.3437,4.95576,52.3467,4.95865,negative,A10,5.11,A,7185,2485,P1.3,Afrit,5,7185,2485,7189,825,A10,390
RWS01_MONIBAS_0101hrl0129ra0,Nog niet gegenereerd,,52.3399,4.95146,52.3437,4.95576,negative,A10,5.11,A,7185,2875,P1.3,Afrit,4,7185,2875,7189,310,A10,515
RWS01_MONIBAS_0101hrl0135ra0,Nog niet gegenereerd,,52.3376,4.94455,52.3399,4.95146,negative,A10,5.11,A,7189,490,P1.3,Afrit,5,7189,490,7190,585,A10,525
RWS01_MONIBAS_0101hrl0140ra0,Nog niet gegenereerd,,52.3355,4.93812,52.3376,4.94455,negative,A10,5.11,A,7189,1015,P1.3,Afrit,4,7189,1015,7190,80,A10,505
RWS01_MONIBAS_0101hrl0144ra0,Nog niet gegenereerd,,52.3337,4.9331,52.3355,4.93812,negative,A10,5.11,A,7190,320,P1.3,Afrit,5,7190,320,7191,480,A10,400
RWS01_MONIBAS_0101hrl0147ra0,Nog niet gegenereerd,,52.3322,4.92853,52.3337,4.9331,negative,A10,5.11,A,7190,720,P1.3,Afrit,4,7190,720,7191,125,A10,355
RWS01_MONIBAS_0101hrl0151ra0,Nog niet gegenereerd,,52.3303,4.92323,52.3322,4.92853,negative,A10,5.11,A,7191,275,P1.1,Knooppunt,5,7191,275,7194,1510,A10,415
RWS01_MONIBAS_0101hrl0155ra0,Nog niet gegenereerd,,52.3288,4.91824,52.3303,4.92323,negative,A10,5.11,A,7192,190,P1.1,Knooppunt,3,7192,190,7194,1130,A10,380
RWS01_MONIBAS_0101hrl0160ra0,Nog niet gegenereerd,,52.3285,4.91079,52.3288,4.91824,negative,A10,5.11,A,7192,570,P1.1,Knooppunt,3,7192,570,7194,616,A10,514
RWS01_MONIBAS_0101hrl0166ra0,Nog niet gegenereerd,,52.3303,4.90286,52.3285,4.91079,negative,A10,5.11,A,7192,1084,P1.1,Knooppunt,3,7192,1084,7194,36,A10,580
RWS01_MONIBAS_0101hrl0170ra0,Nog niet gegenereerd,,52.3322,4.8989,52.3303,4.90286,negative,A10,5.11,A,7192,1664,P1.3,Afrit,5,7192,1664,7198,790,A10,346
RWS01_MONIBAS_0101hrl0170ra1,Nog niet gegenereerd,,52.3322,4.8989,52.3303,4.90281,negative,A10,5.11,A,7195,1464,P1.3,Afrit,5,7195,1464,7198,790,A10,346
RWS01_MONIBAS_0101hrl0175ra0,Nog niet gegenereerd,,52.3353,4.89247,52.3322,4.8989,negative,A10,5.11,A,7197,110,P1.3,Afrit,4,7197,110,7198,239,A10,551
RWS01_MONIBAS_0101hrl0181ra0,Nog niet gegenereerd,,52.3381,4.88618,52.3353,4.89247,negative,A10,5.11,A,7198,461,P1.3,Afrit,4,7198,461,7199,2000,A10,539
RWS01_MONIBAS_0101hrl0186ra0,Nog niet gegenereerd,,52.3386,4.87777,52.3381,4.88618,negative,A10,5.11,A,7198,1000,P1.3,Afrit,4,7198,1000,7199,1407,A10,593
RWS01_MONIBAS_0101hrl0191ra0,Nog niet gegenereerd,,52.3384,4.87125,52.3386,4.87777,negative,A10,5.11,A,7198,1593,P1.3,Afrit,4,7198,1593,7199,950,A10,457
RWS01_MONIBAS_0101hrl0199ra0,Nog niet gegenereerd,,52.3378,4.85905,52.3384,4.87125,negative,A10,5.11,A,7198,2050,P1.3,Afrit,4,7198,2050,7199,102,A10,848
RWS01_MONIBAS_0101hrl0205ra0,Nog niet gegenereerd,,52.3374,4.85124,52.3378,4.85905,negative,A10,5.11,A,7199,398,P3.2,Brug,5,7199,398,7200,271,A10,531
RWS01_MONIBAS_0101hrl0208ra0,Nog niet gegenereerd,,52.3372,4.84651,52.3374,4.85124,negative,A10,5.11,A,7199,929,P1.2,Knooppunt (triangle),5,7199,929,7202,450,A10,321
RWS01_MONIBAS_0101hrl0212ra0,Nog niet gegenereerd,,52.3386,4.84158,52.3372,4.84651,negative,A10,5.11,A,7202,850,P1.2,Knooppunt (triangle),2,7202,850,7202,80,A10,370
RWS01_MONIBAS_0101hrl0218ra0,Nog niet gegenereerd,,52.3444,4.84088,52.3393,4.83906,negative,A10,5.11,A,7203,814,P1.3,Afrit,2,7203,814,7204,475,A10,611
RWS01_MONIBAS_0101hrl0218rb0,Nog niet gegenereerd,,52.3444,4.84088,52.3386,4.84158,negative,A10,5.11,A,7202,1220,P1.3,Afrit,2,7202,1220,7204,475,A10,605
RWS01_MONIBAS_0101hrl0225ra0,Nog niet gegenereerd,,52.3508,4.84225,52.3444,4.84088,negative,A10,5.11,A,7204,225,P1.3,Afrit,4,7204,225,7205,1250,A10,725
RWS01_MONIBAS_0101hrl0225ra1,Nog niet gegenereerd,,52.3508,4.84225,52.3444,4.84088,negative,A10,5.11,A,7204,225,P1.3,Afrit,4,7204,225,7205,1250,A10,725
RWS01_MONIBAS_0101hrl0228ra0,Nog niet gegenereerd,,52.3534,4.84249,52.3508,4.84225,negative,A10,5.11,A,7204,950,P1.3,Afrit,4,7204,950,7205,957,A10,293
RWS01_MONIBAS_0101hrl0233ra0,Nog niet gegenereerd,,52.358,4.84238,52.3534,4.84249,negative,A10,5.11,A,7204,1243,P1.3,Afrit,3,7204,1243,7205,450,A10,507
RWS01_MONIBAS_0101hrl0239ra0,Nog niet gegenereerd,,52.3629,4.84221,52.358,4.84238,negative,A10,5.11,A,7205,450,P1.3,Afrit,4,7205,450,7206,1300,A10,550
RWS01_MONIBAS_0101hrl0242ra0,Nog niet gegenereerd,,52.3657,4.84213,52.3629,4.84221,negative,A10,5.11,A,7205,1000,P1.3,Afrit,4,7205,1000,7206,989,A10,311
RWS01_MONIBAS_0101hrl0247ra0,Nog niet gegenereerd,,52.3704,4.84202,52.3657,4.84213,negative,A10,5.11,A,7205,1311,P1.3,Afrit,3,7205,1311,7206,460,A10,529
RWS01_MONIBAS_0101hrl0253ra0,Nog niet gegenereerd,,52.3758,4.84309,52.3704,4.84202,negative,A10,5.11,A,7206,340,P1.3,Afrit,3,7206,340,7208,1050,A10,610
RWS01_MONIBAS_0101hrl0257ra0,Nog niet gegenereerd,,52.3794,4.84447,52.3758,4.84309,negative,A10,5.11,A,7207,50,P1.3,Afrit,3,7207,50,7208,647,A10,403
